ID,Code_Region,Country,name,Type,description,Link
3332,OASIA,Afghanistan,Ministry of Energy and Water,Governmental Entities,"Responsible for laws, policies and regulations in the energy sector",mew.gov.af
3333,OASIA,Afghanistan,Afghanistan Energy Information Center,"Research, Education, and Development Institutions",Collects and analyzes energy data and statistics,aeic.af
3334,OASIA,Afghanistan,Independent Power Producers (IPPs),IPP,Private companies that generate and sell electricity to the grid,main.dabs.af
3335,OASIA,Afghanistan,Afghanistan Rural Energy Agency,Rural Electrification Agency,Implements and funds projects for rural electrification,mrrd.gov.af
3336,OASIA,Afghanistan,Afghanistan Renewable Energy Directorate,Governmental Entities,Promotes and regulates renewable energy development,main.dabs.af
3337,OASIA,Afghanistan,Ministry of Mines and Petroleum,Governmental Entities,Responsible for oil and gas regulations and development,momp.gov.af
3338,OASIA,Afghanistan,da Afghanistan Breshna Sherkat (DABS),TSO,Responsible for electric grid management and planning,main.dabs.af
3339,OASIA,Afghanistan,local governments,Local/Regional/Municipal Government Entities,Involved in energy planning and development at the local level,areu.org.af
3340,OASIA,Afghanistan,Afghanistan Renewable Energy Union,Industry and Professional Associations,Represents renewable energy businesses in Afghanistan,main.dabs.af
3341,OASIA,Afghanistan,UN Development Programme (UNDP),International Entities,Implements sustainable energy projects in partnership with the Afghan government,stfa.af
3342,OASIA,Afghanistan,Afghanistan National Energy Management Authority (NEMA),Governmental Entities,Responsible for energy policy development,moci.gov.af
3343,OASIA,Afghanistan,World Bank,Financial and Funding Entities,Provides loans and grants for energy projects in Afghanistan,misfa.org.af
3344,OASIA,Afghanistan,Afghanistan Clean Energy Development Support Program,Financial and Funding Entities,Provides financing for clean energy projects,main.dabs.af
3345,OASIA,Afghanistan,Afghan Institute for Strategic Studies (AISS),"Research, Education, and Development Institutions",Conducts research and analysis on energy policy and security,aiss.af
3346,OASIA,Afghanistan,- Afghanistan Environmental Civil Society Forum (AEC-F),NGOs and Civil Society,Advocates for sustainable and clean energy policies in Afghanistan,sacs.gov.af
3347,OASIA,Afghanistan,Afghanistan Investment Support Agency (AISA),Governmental Entities,Promotes investment in the energy sector in Afghanistan,investinafghanistan.af
3348,OASIA,Afghanistan,Afghanistan Chamber of Commerce and Industries,Commercial Entities,Represents businesses and industries in Afghanistan,acci.org.af
3349,OASIA,Bangladesh,Bangladesh Power Development Board (BPDB),Governmental Entities,"responsible for electricity generation, transmission, and distribution in Bangladesh",bpdb.gov.bd
3350,OASIA,Bangladesh,Bangladesh Rural Electrification Board (BREB),Governmental Entities,responsible for rural electrification in Bangladesh,reb.gov.bd
3351,OASIA,Bangladesh,Bangladesh Energy Regulatory Commission (BERC),Governmental Entities,"regulates the energy sector in Bangladesh, including electricity, gas, and petroleum",berc.org.bd
3352,OASIA,Bangladesh,Petrobangla,Governmental Entities,responsible for overseeing energy resources and development in Bangladesh,petrobangla.org.bd
3353,OASIA,Bangladesh,Bangladesh Power Cell,Governmental Entities,responsible for planning and coordinating power sector development in Bangladesh,powercell.gov.bd
3354,OASIA,Bangladesh,"Ministry of Power, Energy and Mineral Resources",Governmental Entities,formulates and implements energy policies and oversees the energy sector in Bangladesh,emrd.gov.bd
3355,OASIA,Bangladesh,Bangladesh Energy and Power Research Council (EPRC),"Research, Education, and Development Institutions",conducts research and develops policies and strategies for the energy sector in Bangladesh,eprc.gov.bd
3356,OASIA,Bangladesh,International Centre for Climate Change and Development (ICCCAD),"Research, Education, and Development Institutions",conducts research and provides training on climate change and energy issues in Bangladesh,bigd.bracu.ac.bd
3357,OASIA,Bangladesh,Infrastructure Development Company Limited (IDCOL),Financial and Funding Entities,provides financing for renewable energy and energy efficiency projects in Bangladesh,solar.sreda.gov.bd
3358,OASIA,Bangladesh,Green Climate Fund (GCF),International Entities,"provides funding for climate change projects, including those related to energy, in Bangladesh",erd.portal.gov.bd
3359,OASIA,Bangladesh,Bangladesh Solar and Renewable Energy Association (BSREA),Industry and Professional Associations,represents the solar and renewable energy industry in Bangladesh,solar.sreda.gov.bd
3360,OASIA,Bangladesh,Bangladesh Petroleum Corporation (BPC),Governmental Entities,"responsible for import, storage, distribution, and marketing of petroleum products in Bangladesh",bpc.gov.bd
3361,OASIA,Bangladesh,Bangladesh Petroleum Exploration and Production Company Limited (BAPEX),Governmental Entities,responsible for exploration and production of oil and gas in Bangladesh,bapex.com.bd
3362,OASIA,Bangladesh,Bangladesh Power Management Institute (BPMI),"Research, Education, and Development Institutions",provides training and education for professionals in the power sector in Bangladesh,bpmi.gov.bd
3363,OASIA,Bangladesh,Bangladesh University of Engineering and Technology (BUET),"Research, Education, and Development Institutions",offers undergraduate and graduate programs in energy-related fields in Bangladesh,buet.ac.bd
3364,OASIA,Bangladesh,International Renewable Energy Agency (IRENA),International Entities,provides support and expertise for the development of renewable energy in Bangladesh,washington.mofa.gov.bd
3365,OASIA,Bangladesh,Bangladesh Solar Home System Program (BHSP),Sector-Specific Entities,implements solar home system programs in rural areas of Bangladesh,jcf.org.bd
3366,OASIA,Bangladesh,Grameen Shakti,NGOs and Civil Society,promotes sustainable energy solutions in rural areas of Bangladesh,ddm.portal.gov.bd
3367,OASIA,Bangladesh,Infrastructure Investment Facilitation Company (IIFC),Financial and Funding Entities,facilitates investments in the energy sector in Bangladesh,iifc.gov.bd
3368,OASIA,Bangladesh,World Bank Bangladesh,International Entities,provides financing and technical assistance for energy projects in Bangladesh,bmd.gov.bd
3369,OASIA,Bangladesh,Ashden Bangladesh,NGOs and Civil Society,promotes and supports sustainable energy solutions in Bangladesh,e-mart.com.bd
3370,OASIA,Bangladesh,Bangladesh Small and Cottage Industries Corporation (BSCIC),Governmental Entities,"promotes and supports the development of small and cottage industries, including energy-related industries, in Bangladesh",bscic.gov.bd
3371,OASIA,Bhutan,Ministry of Economic Affairs,Governmental Entities (Central/Federal),"responsible for energy policy, planning, and regulation",mfa.gov.bt
3372,OASIA,Bhutan,Department of Renewable Energy,Governmental Entities (Central/Federal),responsible for promoting renewable energy development and deployment,moenr.gov.bt
3373,OASIA,Bhutan,Department of Hydropower and Power Systems,Governmental Entities (Central/Federal),"responsible for planning, construction, and maintenance of hydropower projects and power systems",moenr.gov.bt
3374,OASIA,Bhutan,Bhutan Electricity Authority,Regulatory and Advisory Entities,"responsible for regulating and licensing power generation, transmission, and distribution entities",bea.gov.bt
3375,OASIA,Bhutan,Rural Electrification Division,Rural Electrification Agency,responsible for implementing rural electrification programs and projects,gpp.rim.edu.bt
3376,OASIA,Bhutan,Druk Green Power Corporation,IPP,state-owned company responsible for managing and operating hydropower projects,drukgreen.bt
3377,OASIA,Bhutan,Bhutan Power Corporation,DSO,state-owned company responsible for electricity distribution and retail supply,bpc.bt
3378,OASIA,Bhutan,Bhutan Electricity Transmission Company,TSO,state-owned company responsible for electricity transmission,bpc.bt
3379,OASIA,Bhutan,Royal Government of Bhutan,Governmental Entities (Central/Federal),responsible for overall energy policy and governance,citizenservices.gov.bt
3380,OASIA,Bhutan,local Government Entities,Local/Regional/Municipal Government Entities,responsible for energy planning and management at the local level,mof.gov.bt
3381,OASIA,Bhutan,Bhutan Association of Renewable Energy Industries,Industry and Professional Associations,represents and promotes the interests of renewable energy companies,nec.gov.bt
3382,OASIA,Bhutan,Bhutan Economic Forum for Innovative Transformation,NGOs and Civil Society,promotes sustainable development and renewable energy initiatives,rma.org.bt
3383,OASIA,Bhutan,"Royal University of Bhutan, Renewable Energy Research Center","Research, Education, and Development Institutions",conducts research and promotes education on renewable energy,cst.edu.bt
3384,OASIA,Bhutan,Bhutan Foundation,NGOs and Civil Society,works on community-based renewable energy projects and promotes energy access in rural areas,mfa.gov.bt
3385,OASIA,Bhutan,Bhutan Chamber of Commerce and Industry,Industry and Professional Associations,"represents private sector businesses and industries, including those in the energy sector",bcci.org.bt
3386,OASIA,Bhutan,World Bank Group,International Entities,provides financial and technical support for energy projects and programs in Bhutan,biodiversity.bt
3387,OASIA,Bhutan,International Finance Corporation,Financial and Funding Entities,provides funding and advisory services for private sector energy investments,mfa.gov.bt
3388,OASIA,Bhutan,Bhutan Trust Fund for Environmental Conservation,Financial and Funding Entities,supports renewable energy and environmental projects in Bhutan,bhutantrustfund.bt
3389,OASIA,Bhutan,Bhutan Development Bank,Financial and Funding Entities,provides financing for renewable energy projects and energy efficiency initiatives,bdb.bt
3390,OASIA,Bhutan,"Donor Agencies and Development Partners such as UNDP, GIZ, and JICA",International Entities,provide funding and resources for energy sector development in Bhutan.,bmf.bt
3391,OASIA,Cook Islands,Office of the Prime Minister,Governmental Entities,responsible for overall policy and regulation of the energy sector,pmoffice.gov.ck
3392,OASIA,Cook Islands,Ministry of Infrastructure and Planning,Governmental Entities,responsible for planning and development of energy infrastructure,ici.gov.ck
3393,OASIA,Cook Islands,Ministry of Finance and Economic Management,Governmental Entities,responsible for funding and investment in the energy sector,mfem.gov.ck
3394,OASIA,Cook Islands,Cook Islands Investment Corporation (CIIC),Governmental Entities,responsible for attracting and facilitating investment in the energy sector,ciic.gov.ck
